,name,building,land,road,vegetation,water,unlabelled
0,Dorchester_Academy___1.png,0.000202178955078125,0.0233917236328125,9.918212890625e-05,2.288818359375e-05,0.9762840270996094,0.0
1,"Adams,_Samuel_Elementary_.png",0.000270843505859375,0.0312652587890625,2.6702880859375e-05,7.62939453125e-06,0.9684295654296875,0.0
2,Young_Achievers_Science__.png,0.00072479248046875,0.018154144287109375,0.000705718994140625,0.000423431396484375,0.9799919128417969,0.0
3,"Alighieri,_Dante_Montesso.png",0.000240325927734375,0.028247833251953125,0.00072479248046875,4.1961669921875e-05,0.9707450866699219,0.0
4,Another_Course_to_College.png,0.000518798828125,0.02153778076171875,0.0004425048828125,0.000293731689453125,0.9772071838378906,0.0
5,Baldwin_Early_Learning_Pi.png,0.0006256103515625,0.0224456787109375,0.000499725341796875,0.000335693359375,0.9760932922363281,0.0
6,"Bates,_Phineas_Elementary.png",0.0005340576171875,0.02213287353515625,0.000385284423828125,0.0002593994140625,0.9766883850097656,0.0
7,"Bates,_Phineas_Eleme_1.png",0.0005340576171875,0.02213287353515625,0.000385284423828125,0.0002593994140625,0.9766883850097656,0.0
8,"Blackstone,_William_Eleme.png",0.00014495849609375,0.023342132568359375,0.000118255615234375,4.1961669921875e-05,0.9763526916503906,0.0
9,Boston_Adult_Technical_Ac.png,0.000827789306640625,0.0206756591796875,0.0006103515625,0.00035858154296875,0.9775276184082031,0.0
10,Boston_Arts_Academy_500m.png,0.000865936279296875,0.020282745361328125,0.000644683837890625,0.000293731689453125,0.9779129028320312,0.0
11,Boston_Community_Leadersh.png,0.000339508056640625,0.022830963134765625,0.00023651123046875,0.00011444091796875,0.9764785766601562,0.0
12,Boston_Day__Evening_Acade.png,0.000240325927734375,0.02269744873046875,0.00025177001953125,7.62939453125e-05,0.9767303466796875,3.814697265625e-06
13,Boston_Green_Academy__500.png,0.000518798828125,0.02153778076171875,0.0004425048828125,0.000293731689453125,0.9772071838378906,0.0
14,Boston_International_Newc.png,0.00031280517578125,0.02103424072265625,0.000408172607421875,0.000152587890625,0.9780921936035156,0.0
15,Boston_Latin_Academy_500m.png,0.00017547607421875,0.022319793701171875,0.00016021728515625,3.0517578125e-05,0.9773139953613281,0.0
16,Boston_Latin_School_500m.png,0.00018310546875,0.024135589599609375,0.0001220703125,5.340576171875e-05,0.9755058288574219,0.0
17,Boston_Teachers_Union_K8_.png,0.00022125244140625,0.018604278564453125,0.0005645751953125,7.2479248046875e-05,0.9805374145507812,0.0
18,"Bradley,_Manassah_E__Elem.png",0.000446319580078125,0.01947021484375,0.000614166259765625,0.00020599365234375,0.9792633056640625,0.0
19,Brighton_High_500m.png,0.00023651123046875,0.02381134033203125,0.0001373291015625,1.52587890625e-05,0.975799560546875,0.0
